add-yield-none,2,10000,40000,18386297,459,23
add-yield-none,2,100000,400000,182073905,455,72
add-yield-none,4,10,80,375314,4691,0
add-yield-none,4,20,160,261910,1636,42
add-yield-none,4,40,320,308712,964,39
add-yield-none,4,80,640,356014,556,53
add-yield-none,4,100,800,403216,504,53
add-yield-none,4,1000,8000,2025577,253,51
add-yield-none,4,10000,80000,18435799,230,43
add-yield-none,4,100000,800000,182241512,227,-1319
add-yield-none,8,10,160,542821,3392,0
add-yield-none,8,20,320,516020,1612,35
add-yield-none,8,40,640,540321,844,83
add-yield-none,8,80,1280,742528,580,95
add-yield-none,8,100,1600,840732,525,103
add-yield-none,8,1000,16000,5328302,333,94
add-yield-none,8,10000,160000,48996258,306,66
add-yield-none,8,100000,1600000,487262680,304,295
add-yield-none,12,10,240,812431,3385,0
add-yield-none,12,20,480,797831,1662,72
add-yield-none,12,40,960,785130,817,47
add-yield-none,12,80,1920,1082241,563,125
add-yield-none,12,100,2400,1239547,516,76
add-yield-none,12,1000,24000,7791996,324,174
add-yield-none,12,10000,240000,73350582,305,126
add-yield-none,12,100000,2400000,734966774,306,-20773
add-yield-none,2,100,400,383415,958,16
add-none,2,100,400,159206,398,0
add-yield-none,2,1000,4000,1979075,494,0
add-none,2,1000,4000,162006,40,0
add-yield-none,2,10000,40000,18439099,460,-48
add-none,2,10000,40000,552821,13,2338
add-yield-none,2,100000,400000,181663090,454,829
add-none,2,100000,400000,4239261,10,3063
add-yield-none,8,100,1600,842932,526,33
add-none,8,100,1600,545921,341,0
add-yield-none,8,1000,16000,5177096,323,84
add-none,8,1000,16000,546721,34,0
add-yield-none,8,10000,160000,49018559,306,68
add-none,8,10000,160000,2056778,12,4781
add-yield-none,8,100000,1600000,489837577,306,-7524
add-none,8,100000,1600000,17441561,10,4232
add-none,1,1,2,141205,70602,0
add-none,1,10,20,141106,7055,0
add-none,1,100,200,144405,722,0
add-none,1,1000,2000,149206,74,0
add-none,1,10000,20000,243009,12,0
add-none,1,100000,200000,1166844,5,0
add-yield-m,2,10000,40000,58465217,1461,0
add-yield-c,2,10000,40000,37667628,941,0
add-yield-m,4,10000,80000,131209276,1640,0
add-yield-c,4,10000,80000,74784936,934,0
add-yield-m,8,10000,160000,384829495,2405,0
add-yield-c,8,10000,160000,336330855,2102,0
add-yield-m,12,10000,240000,580321009,2418,0
add-yield-c,12,10000,240000,606562304,2527,0
add-yield-s,2,1000,4000,4163458,1040,0
add-yield-s,4,1000,8000,10958116,1369,0
add-yield-s,8,1000,16000,135570741,8473,0
add-yield-s,12,1000,24000,312713860,13029,0
add-none,1,10000,20000,272311,13,0
add-m,1,10000,20000,696926,34,0
add-c,1,10000,20000,456018,22,0
add-s,1,10000,20000,406515,20,0
add-none,2,10000,40000,530620,13,3476
add-m,2,10000,40000,4079455,101,0
add-c,2,10000,40000,3147219,78,0
add-s,2,10000,40000,5486808,137,0
add-none,4,10000,80000,1028339,12,5642
add-m,4,10000,80000,7584387,94,0
add-c,4,10000,80000,7655790,95,0
add-s,4,10000,80000,28843694,360,0
add-none,8,10000,160000,2041977,12,-212
add-m,8,10000,160000,15547289,97,0
add-c,8,10000,160000,17641969,110,0
add-s,8,10000,160000,88693864,554,0
add-none,12,10000,240000,3097218,12,11695
add-m,12,10000,240000,23456789,97,0
add-c,12,10000,240000,24529931,102,0
add-s,12,10000,240000,155413394,647,0
